,petid,detectionConfidence,joyLikelihood,sorrowLikelihood,angerLikelihood,surpriseLikelihood,underExposedLikelihood,blurredLikelihood,headwearLikelihood,labels,street dog,dog like mammal,aegean cat,carnivoran,small to medium sized cats,cat like mammal,dog breed,snout,whiskers,domestic short haired cat,puppy,dog breed group,fauna,kitten,european shorthair,dog,sporting group,cat
32,00904fc2c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.47810812,0.49732072000000005,0.924878278,0.9167622440000001,0.0,0.0,0.701749884,0.6058907200000001,0.0,0.0,0.6506273600000001,0.154383648,0.5406236,0.0,0.0,0.9931329520000001
33,0090eb457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.48457197,1.21414248,0.0,0.220942734,0.0,0.0,1.290768096,0.131279028,0.0,0.0,0.0,1.121324692,0.0,0.0,0.0,1.268896608,0.533315974,0.0
34,009239f92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0.7176816,1.500410698,0.0,0.7777282520000002,0.0,0.0,1.4646123700000002,0.8688603620000002,0.0,0.0,0.457398738,1.4637413180000003,0.16323238,0.0,0.0,1.5099773220000001,0.103997648,0.0
35,00a1a8af4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.3282558,1.091112008,0.0,0.557728192,0.0,0.0,1.1206359000000001,0.134155012,0.0,0.0,0.0,1.096456468,0.0,0.0,0.0,1.0931118240000002,0.0,0.14316774000000002
36,00a1f270a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0.0,0.0,0.9793804100000001,0.716397808,1.474745102,1.446781188,0.17000356000000003,0.26023471000000004,1.3554557860000003,0.975158382,0.0,0.18129357000000001,1.084277944,0.8213623500000001,0.11066817000000001,0.0,0.0,1.586476808
37,00ac364a4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.7338154800000001,0.71237576,0.0,0.0,0.41733712,0.0,0.0,0.0,0.75359592,0.43258248000000005,0.0,0.0,0.0,0.78564408
38,00af25fc0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.28007008,1.13503088,0.0,0.7646925599999999,0.0,0.0,1.1280611200000001,0.8167417800000001,0.0,0.0,0.7327465740000001,0.780875634,0.0,0.0,0.0,1.17642482,0.10429782000000001,0.0
39,00b00d5c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,0.238999498,0.6422627660000001,1.1078890620000001,1.0671063360000002,0.6752741600000001,0.0,0.7774256500000001,0.31446004,0.0,0.7277272,0.99712037,0.900818404,0.26024725000000004,0.0,0.0,1.185951898
40,00b23513e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0.698370024,1.524943028,0.0,1.065759094,0.0,0.0,1.5030511,0.763216628,0.0,0.0,1.056060922,1.463876398,0.0,0.0,0.0,1.533024026,0.102862966,0.0
41,00be0a63e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.10219525000000002,0.0,1.091713804,1.05702712,0.0,0.0,0.9809809200000001,0.758477626,0.0,0.0,1.056732034,0.263003388,0.7679319800000001,0.0,0.0,1.16934692
42,00bfa5da9,0.41328232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.6666046000000001,0.85963782,0.0,0.591206148,0.0,0.0,0.8899186800000001,0.54219664,0.0,0.0,0.0,0.62123936,0.17167774000000002,0.0,0.0,0.9097687880000002,0.43507528000000006,0.0
43,00c19f4fa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.65344,0.0,0.4437544,0.0,0.0,0.75280824,0.62567512,0.0,0.0,0.506230592,0.0,0.0,0.0,0.0,0.77582504,0.4793818,0.0
44,00c71a320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.7628733400000001,0.955762928,0.0,0.65456416,0.0,0.0,0.9416215600000001,0.0,0.0,0.0,0.0,0.8781171680000001,0.0,0.0,0.0,0.9573862000000001,0.0,0.0
45,00e50c7a7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6000000000000005,0.0,0.0,0.0,0.0,0.826943208,0.7341513900000001,0.0,0.0,0.0,0.0,0.0,0.0,1.1135705120000001,0.432332,0.0,0.0,0.0,0.784696916
46,00eca0391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.15107644,1.4688243680000002,1.4046365200000002,0.0,0.0,1.060158914,1.044220206,0.0,0.0,0.159567868,0.141860866,0.6137631200000001,0.0,0.0,1.588403274
47,00eced1f0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.800000000000001,0.0,0.0,0.0,0.0,0.73024624,0.6776040560000001,0.0,0.0,0.4945541600000001,0.0,0.0,0.0,0.0,0.44159155200000005,0.0,0.0,0.0,0.76625476
48,00f3a3993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,0.33864920800000003,2.050971974,0.0,1.07706706,0.0,0.0,2.0716362260000003,0.68250449,0.0,0.0,0.454130936,2.0046660340000004,0.0,0.0,0.0,2.123437996,0.223377128,0.0
49,00f63c6fc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.7372354400000001,0.71952872,0.0,0.0,0.46312684800000004,0.6166112400000001,0.0,0.0,0.0,0.0,0.60023088,0.0,0.0,0.7912755520000001
50,00f997463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.11711322,0.27481676400000005,2.37844723,2.259595078,0.0,0.28495185,2.295893822,1.0349697279999999,0.0,0.0,1.14454662,1.034386232,0.5616931060000001,0.0,0.0,2.5785078960000005
51,010a59236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.8567495,1.073672582,2.4665073919999996,3.6871132340000004,3.5993411180000012,0.9588119479999999,0.9055102780000001,3.076499986,2.274612426,0.0,1.3793216799999999,0.495527392,1.5604603719999997,0.598839444,0.66665384,0.0,4.557246358
52,0111f92ff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.8607351700000001,0.0,1.467859888,1.3837549199999999,0.0,0.48621152,1.285806382,0.89685263,0.0,0.11087992,1.43615803,0.8484337080000001,0.23077416800000006,0.0,0.0,1.5760153200000002
53,011350faf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.6748094400000001,0.0,0.0,0.0,0.0,0.75143192,0.68051448,0.5242745600000001,0.0,0.0,0.55411344,0.0,0.0,0.0,0.74489136,0.0,0.0
54,01142a354,0.13739326000000002,0.8,0.0,0.0,0.0,0.0,0.0,0.8,25.0,0.54150799,2.439068742,0.0,1.672101688,0.0,0.0,2.4023248720000003,1.918839592,0.149349606,0.0,1.9603963320000002,2.156177496,0.0,0.0,0.0,2.5274741080000003,0.0,0.0
55,01186c9fc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.11675775,1.108155692,1.0883557940000002,0.0,0.0,0.7995982920000001,0.8977294,0.0,0.0,0.34592120000000004,0.9148671,0.838468902,0.0,0.0,1.192757516
56,0118db3a8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.886376454,0.805399492,0.0,0.0,0.0,0.0,0.93783986,0.7303719200000001,0.0,0.0,0.0,0.868827932,0.0,0.0,0.0,0.93788802,0.0,0.0
57,011a11cda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.709740408,0.49059172000000006,1.10846574,1.08705449,0.0,0.0,0.937306728,0.9545913580000001,0.0,0.0,0.16669476000000003,0.965025228,0.816864774,0.0,0.0,1.19245482
58,01231c438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.16532476000000002,1.207080672,0.0,0.62446292,0.13746516,0.14118450000000002,1.47473146,1.1566669440000001,0.131382394,0.0,1.0115369680000001,1.217434568,0.0,0.0,0.0,1.3009399300000002,0.0,0.16611524
59,012a1a396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.27333431,2.316242194,0.0,1.0865728159999999,0.0,0.0,1.4371364679999998,0.9573387959999998,0.0,0.0,0.21597564000000002,1.8292017900000004,0.0,0.0,0.0,2.384691128,0.10240392599999999,0.0
60,0133b0214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.10963500799999999,0.606895234,0.918138808,0.8609709600000001,0.0,0.504276136,0.79629521,0.13127478,0.0,0.0,0.0,0.64127778,0.0,0.0,0.0,0.970052412
61,0133b2a29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.600000000000001,0.0,0.0,0.12171144,0.48769331200000005,1.4723104500000002,1.430558494,0.0,0.8503890479999999,1.370141448,1.0919866440000001,0.0,0.0,0.712196592,0.77313535,0.0,0.0,0.0,1.589287012
62,013527aeb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.6888792480000001,0.0,0.0,0.0,0.0,0.75273544,0.5217904800000001,0.0,0.0,0.0,0.60351184,0.0,0.0,0.0,0.78319344,0.492182208,0.0
63,0142670c8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.800000000000001,0.0,0.870308434,0.0,0.459241632,0.0,0.0,0.9402224800000001,0.70181103,0.0,0.0,0.5189121600000001,0.896034678,0.0,0.0,0.0,0.939900132,0.5300302139999999,0.0
64,0143edd0a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.70203568,0.0,0.4874352,0.0,0.0,0.745019152,0.55912176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412798880000001,0.0,0.0
65,0146f6d2c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.7414693360000001,0.0,0.51874568,0.0,0.0,0.749594208,0.0,0.0,0.0,0.56690456,0.72990832,0.0,0.0,0.0,0.7569756000000001,0.44497568000000004,0.0
66,0149d04e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.244659768,0.0,0.249037592,0.0,0.0,1.3015579600000002,1.103415532,0.12425968000000001,0.0,0.9483510000000002,1.08852199,0.0,0.0,0.0,1.1480473020000002,0.1042859,0.0
67,014ce5783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.200000000000001,0.0,0.0,0.0,0.0,0.910725412,0.8391482600000001,0.0,0.0,0.59369468,0.0,0.0,0.0,0.900975514,0.69736454,0.0,0.0,0.0,0.978287172
68,0154e0f7b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.085377484,1.049051068,0.0,0.0,1.0807502820000001,0.9558647200000001,0.0,0.0,0.88529226,0.32778852,0.9514232880000001,0.0,0.0,1.1917142040000002
69,01573c686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.050542694,0.26312852,1.4740751600000002,1.433209374,0.0,0.14355005,1.2709894220000002,1.146503232,0.0,0.12023072,1.408234668,0.0,0.596691688,0.0,0.0,1.588226882
70,015770429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.351203672,1.2708585080000003,0.0,0.8598884920000001,0.0,0.0,1.315024952,0.998808056,0.0,0.0,0.5518246760000001,1.273259656,0.0,0.0,0.0,1.351366814,0.5393911400000001,0.0
71,0157cf3a4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.175586986,1.07014188,0.0,0.0,0.0,0.0,1.080439894,0.6938670119999999,0.0,0.0,0.62296128,0.9792755480000002,0.0,0.0,0.0,1.1441301940000002,0.0,0.0
72,015b8b722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.881294032,1.162569066,0.0,0.0,0.0,0.0,1.32078896,0.9849531140000001,0.0,0.0,0.12497918,1.268136748,0.0,0.0,0.0,1.2866463600000002,0.0,0.0
73,015c353ce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,0.131607092,2.249419166,0.0,1.045978554,0.0,0.0,2.254706596,1.23216832,0.0,0.0,1.1931206100000002,2.158271554,0.0,0.0,0.0,2.324400488,0.8156688759999999,0.0
74,015c75c9e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.071102462,0.0,0.26031836999999997,0.0,0.0,1.125476452,0.65668455,0.0,0.0,0.779479048,1.0373612520000002,0.0,0.0,0.0,1.152066198,0.0,0.0
75,015da0878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.55511037,0.5516348600000001,0.0,0.0,0.4892968,0.45361839200000004,0.0,0.0,1.27120905,0.435273458,0.0,0.0,0.0,1.012787952
76,015da9e87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0.0,1.19296546,0.0,0.8485204020000001,0.13120300000000001,0.0,0.944885014,0.0,0.124231588,0.0,0.0,1.236135102,1.346679656,0.0,0.0,0.17222315,0.10520784000000001,0.5875977400000001
77,015fdb354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.23431681400000004,1.4645771500000002,0.0,0.8713216840000001,0.0,0.0,1.5062442260000002,0.66913356,0.0,0.0,0.66430748,1.4179527360000002,0.0,0.0,0.0,1.5160499280000002,0.0,0.0
78,01603d6e2,0.10321542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.79820778,0.0,1.452133142,1.393522312,0.0,0.896061244,1.33766431,0.7187407720000001,0.0,0.0,0.0,1.2881848860000003,0.20455257800000004,0.0,0.0,1.5775009420000001
79,0162634c2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.16083210800000003,0.0,0.26280405,1.0895139,1.03810964,0.18366222000000001,0.560138,0.8521180680000001,0.6462138860000001,0.126341332,0.175771152,0.0,0.71441688,0.0,0.16910042000000003,0.0,1.173240184
80,0164a9cfb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.200000000000003,0.25384273000000007,1.751142726,0.0,0.36757013000000005,0.0,0.0,1.8665376740000001,1.3738719700000002,0.11018572,0.0,0.943193852,1.5057692660000002,0.0,0.0,0.0,1.924263792,0.0,0.0
81,016dcf8d4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.413467178,0.133320654,1.6493830920000003,1.580417404,0.0,0.26302697999999997,1.523210904,1.229317788,0.0,0.0,0.842779484,0.523791582,1.060558724,0.0,0.0,1.77796106
82,0173c456c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,0.0,0.0,0.10418920000000001,0.430004894,2.170918542,2.118737664,0.0,0.7292170560000001,2.0201090620000004,1.185564568,0.0,0.0,0.32324202,1.5388512559999998,0.380281406,0.0,0.0,2.3587148620000002
83,0178fe2f7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.20203296999999998,1.276291448,1.1550000200000001,0.0,0.0,1.0258384600000001,0.14360968999999998,0.0,0.0,0.6442516,0.7271301720000001,0.10229918,0.0,0.0,1.345174604
84,017d966eb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.200000000000001,0.0,1.4974013900000003,0.0,1.0974244739999999,0.0,0.0,1.446008996,1.077880688,0.11910156000000001,0.0,0.39824996600000007,1.1986523720000002,0.0,0.0,0.0,1.4816850080000001,0.0,0.0
85,017eda6dc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.2923245620000001,1.2826785520000001,0.0,0.0,1.09821869,0.921261172,0.0,0.30928088000000004,0.841195066,0.0,0.0,0.0,0.0,1.3913750660000002
86,01802debf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,0.0,0.0,0.5023690399999999,0.0,2.17596114,2.1100540940000005,0.0,0.78702582,1.9985012820000003,1.5146164579999999,0.0,0.0,1.5323766880000003,0.9206926380000001,1.033888758,0.0,0.0,2.36621186
87,018188075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.10961196000000001,1.534859328,0.0,1.203924384,0.0,0.0,1.504799502,0.967701194,0.0,0.0,1.0197800080000001,1.4657896620000002,0.0,0.0,0.0,1.541302458,0.10846325200000001,0.0
88,018cb4eaf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.6021526800000001,0.5789428799999999,0.0,0.0,0.0,0.0,0.0,0.0,0.753095248,0.0,0.0,0.0,0.0,0.6455225920000001
89,018e4d193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.12415042000000001,0.53388928,0.924826064,0.9047966000000001,0.0,0.0,0.87060472,0.7884588400000001,0.0,0.0,0.16357024,0.705396048,0.54519248,0.0,0.0,0.9944545600000001
90,01919fe72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.400000000000002,0.0,0.0,0.0,0.351694086,1.4651723159999999,1.41397853,0.0,0.11873165400000002,1.31226101,0.80267204,0.0,0.154693412,0.67335122,1.11647486,0.0,0.0,0.0,1.577988842
91,01928bd13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.3340825120000002,0.0,0.9473300600000001,0.0,0.0,1.31778984,0.664211514,0.0,0.0,0.75389544,1.25219706,0.0,0.0,0.0,1.3552449659999999,0.7201225600000001,0.0
92,01958f464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,1.20191514,0.0,0.722954512,0.0,0.0,1.1164213900000002,0.9282442000000001,0.0,0.0,0.0,0.7849743880000001,0.0,0.0,0.0,1.2578630080000002,0.0,0.0
93,01a07b591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.7707151400000001,0.0,1.2932151520000001,1.2464351500000002,0.1711288,0.16162458600000001,1.375398134,1.006460298,0.0,0.179567254,1.0510207340000002,0.647427102,0.0,0.0,0.0,1.3918877120000002
